type,amount,oldbalanceOrg,newbalanceOrig,isFraud
4,0.06996941283321717,0.036965236346620946,0.0,Fraud
4,0.13524324936941592,0.07144977319078051,0.0,Fraud
4,0.001225588827069412,0.0006474855057650437,0.0,Fraud
4,0.03228498142146071,0.01705633819645258,0.0,Fraud
1,0.004502356752663933,0.0023786205248819236,0.0,Fraud
1,0.009238429742612254,0.0,0.0,No Fraud
4,0.02501540984460634,0.0003267934347125794,0.0,No Fraud
1,0.007023004914229531,0.0037102931982120266,0.0,Fraud
1,0.016122481252821116,0.008517597988496588,0.0,Fraud
4,0.011531090862508392,0.006091940489525258,0.0,Fraud
4,0.042766915997479546,0.022594003488798847,0.0,Fraud
1,0.04973524370516369,0.026275410409695086,0.0,Fraud
4,0.15759700485874575,0.08325938858468547,0.0,Fraud
1,0.01962833726760389,0.010369761540198485,0.0,Fraud
1,0.0005999851265825045,0.0003169755341729913,0.0,Fraud
1,0.006081092435027253,0.0032126755106870798,0.0,Fraud
1,0.003182380579395773,0.0003528402409304267,0.0,No Fraud
1,0.0016467461740958223,0.0,0.0,No Fraud
1,0.001902646009283272,0.00016182182541332396,0.0,No Fraud
4,0.007693335731710898,0.004064432758560872,0.0,Fraud
4,0.05820746540733209,0.030751333029599492,0.0,Fraud
4,0.002692945897037386,0.0014226985410029354,0.0,Fraud
1,0.0038148281828673226,8.164801047024952e-05,0.0,No Fraud
1,0.002972802569380601,0.001570548403070588,0.0,Fraud
1,0.007467118752584624,0.0,0.0,No Fraud
1,0.05517324751284841,0.02914833856308756,0.0,Fraud
1,0.000563602907819736,1.2704531125586615e-05,0.0,No Fraud
3,0.0005617330965976972,0.00019409234143647188,0.0,No Fraud
3,0.0002591791524224322,0.0,0.0,No Fraud
1,0.014950226837184008,0.0,0.0,No Fraud
3,0.0005050196192515607,0.0006449605431390934,0.0004544199184242794,No Fraud
1,0.004553241285716289,0.0024055031113508333,0.0,Fraud
1,0.003944647911683087,0.00034394539086891955,0.0,No Fraud
1,0.01109592422650952,0.0,0.0,No Fraud
4,0.0029116213677689608,0.0015382260283933076,0.0,Fraud
1,0.0503978503534531,0.026625469247794017,0.0,Fraud
1,0.014449561533668174,0.0,0.0,Fraud
0,0.003986092534733047,2.8530651140683286e-06,0.0025340033821172427,No Fraud
4,0.0044579828857678255,0.002355177560149063,0.0,Fraud
0,0.007980184977044176,0.08034225940392696,0.10161141107083463,No Fraud
1,0.019679781536873237,0.010396939838475098,0.0,Fraud
3,4.420518362072422e-05,0.004211526894028016,0.005032817521935195,No Fraud
0,0.007272402342705477,0.026821299777194395,0.036847343399672224,No Fraud
3,0.0002854387863074799,0.0,0.0,No Fraud
4,0.03412613777063819,0.0,0.0,No Fraud
0,0.0016481953889777355,0.25438145692071135,0.30672987248795097,No Fraud
4,0.0037271100206297514,0.0006186452131458043,0.0,No Fraud
1,0.0014014648081417853,0.0007404017808169861,0.0,Fraud
4,0.09256255149193976,0.048901319222182486,0.0,Fraud
1,0.002620917503107069,0.0013846455333030097,0.0,Fraud
1,0.00663514107130196,0.0035053825373450864,0.0,Fraud
1,0.006056800137346434,0.003199841752494562,0.0,Fraud
4,0.008616182871072556,0.004551978119268999,0.0,Fraud
1,0.007546824618076993,0.003987030108980356,0.0,Fraud
1,0.01115764832777771,0.0008636731582363783,0.0,No Fraud
1,0.001978193244346196,0.0003412433703785372,0.0,No Fraud
1,0.012236911243378092,0.006464829386839602,0.0,Fraud
1,0.013740688017281141,0.007259283157552051,0.0,Fraud
1,0.0033380974795406302,0.001763535769171117,0.0,Fraud
4,0.013382532444090888,0.003210101038990032,0.0,No Fraud
0,0.006318079730101879,0.12509539263067884,0.15433488614501656,No Fraud
1,0.00880106736499484,8.408150718519015e-06,0.0,No Fraud
4,0.00039584977298377663,0.0002091296728612085,0.0,Fraud
4,0.007265331304990329,0.0038383156003557813,0.0,Fraud
1,0.004563566862332182,0.000522245177762225,0.0,No Fraud
4,0.10467981641873209,0.05530293878359254,0.0,Fraud
1,0.0005478553233992626,0.0002894350644542494,0.0,Fraud
1,0.05945382546725306,0.03140979209510268,0.0,Fraud
3,0.0003934821713803354,0.0,0.0,No Fraud
4,0.02929383113091951,0.0,0.0,No Fraud
1,0.007066613194131904,0.0017313741731043825,0.0,No Fraud
1,0.02388423091837325,0.012618174215059277,0.0,Fraud
1,0.003787606641340356,1.138037325793961e-05,0.0,No Fraud
0,0.00302587776131627,5.053281799093963e-05,0.0019817055560864515,No Fraud
1,0.0015083620364207033,0.0,0.0,No Fraud
0,0.010207211148585048,0.07865162263714014,0.10099364712889919,No Fraud
3,0.0005697876435794832,0.00048448402184073243,0.00022046145205145066,No Fraud
1,0.006503400068569973,0.0034357830208515475,0.0,Fraud
1,0.0015243259547593228,0.0008053100191261984,0.0,Fraud
1,0.0057729741664610205,0.0,0.0,Fraud
1,0.0022830207595231824,0.001206132773490307,0.0,Fraud
4,0.07092536128575185,0.037470269318204706,0.0,Fraud
1,0.009749390761674517,0.0,0.0,No Fraud
4,0.0007954728415325169,0.00042025279910035243,0.0,Fraud
4,0.007709185606177837,0.004072806336843302,0.0,Fraud
1,0.005644394625040915,0.002981965588957778,0.0,Fraud
3,0.00015464539602458256,0.00034178041792942064,0.00031253176128048397,No Fraud
4,0.05208775212634505,0.027518253907662833,0.0,Fraud
3,0.0002559462151464063,7.350838352717223e-06,0.0,No Fraud
4,0.015016067953986965,0.007933073588014086,0.0,Fraud
1,0.011275070947701176,0.0029067866518926386,0.0,No Fraud
4,0.007025859823072966,0.003711801462693211,0.0,Fraud
4,0.0033881090528175596,0.0017899571660557054,0.0,Fraud
4,0.19181134174544248,0.10133501618033729,0.0,Fraud
1,0.002114100183939518,0.0011168910784779252,0.0,Fraud
4,0.0006963982604406028,0.0003679111378270935,0.0,Fraud
3,0.00019182751024387403,0.0,0.0,No Fraud
1,0.06983121358003597,0.0368922248999057,0.0,Fraud
1,0.012862708405474618,0.000521305344548179,0.0,No Fraud
1,0.00858090964160237,0.0,0.0,No Fraud
1,0.007962679401576684,0.00592828330410679,0.0020687471308798696,No Fraud
1,0.0015707183028828905,3.0695624080182196e-05,0.0,No Fraud
4,0.0011521169363343134,0.0006086698905428636,0.0,Fraud
1,0.07644220276421779,0.04038484785875123,0.0,Fraud
3,0.00018314238642285125,0.000645132901837455,0.0006589713299854273,No Fraud
0,0.0020401775181238765,0.0470279302086508,0.057807437053822054,No Fraud
0,0.004157197098110037,0.00569113149700464,0.009478084044968178,No Fraud
1,0.01108620349538577,0.00585690397846415,0.0,Fraud
4,0.13865575968105076,0.07325262167981308,0.0,Fraud
1,0.01502906482563618,0.0001921791095364496,0.0,No Fraud
3,0.0008346585064445368,0.0,0.0,No Fraud
4,0.05144145819909929,0.027176813172309345,0.0,Fraud
4,0.0011982862794497479,0.0006330614155124722,0.0,Fraud
4,0.005270967020844968,0.0027846816746228214,0.0,Fraud
3,8.502907763095223e-05,0.0030513697544046828,0.0036127700746691966,No Fraud
1,0.0032103962983021303,0.0,0.0,No Fraud
4,0.011543487336058785,0.006098489616580921,0.0,Fraud
0,0.007980792681574887,0.0005928837134393638,0.005779067191672028,No Fraud
1,0.00818427268000014,0.0002598638836837294,0.0,No Fraud
4,0.04443051842761747,0.023472894057216868,0.0,Fraud
1,0.0019618347786854954,0.0010364484041046895,0.0,Fraud
4,0.008195544280710365,0.004329752374052138,0.0,Fraud
1,0.0005791008028721286,0.0005546694236468133,0.0002988889368529519,No Fraud
3,0.0010401881178505239,0.0011129721418027129,0.0006770648919409159,No Fraud
0,0.00671193357649577,1.2922706693133018e-05,0.004276606783369652,No Fraud
1,0.017750229433318093,0.0032731705607469074,0.0,No Fraud
4,0.006318099108029937,0.0033378874758661177,0.0,Fraud
3,0.00038173660561009054,0.00019977430452481878,0.0,No Fraud
1,0.01956709856754998,0.010337408788769108,0.0,Fraud
4,0.0026254964122056873,0.0013870645968650202,0.0,Fraud
1,0.009140724323322412,0.0,0.0,No Fraud
1,0.0064004705504784945,0.00011196535168177818,0.0,No Fraud
4,0.039989017263839625,0.02112642388396858,0.0,Fraud
1,0.001085258319472881,0.0005733481052938994,0.0,Fraud
1,0.006042583726913426,0.0031923311424954565,0.0,Fraud
0,0.0051053972384604305,0.04612697420246793,0.058670739769330155,No Fraud
1,0.0005758405458942517,0.0003042198157027111,0.0,Fraud
2,4.037629563920311e-05,3.15683263503678e-05,1.2301895802611002e-05,No Fraud
1,0.004349039221217692,0.002297622006293524,0.0,Fraud
0,0.003010753764974095,0.15410134058788086,0.18709091271835948,No Fraud
1,0.005983279325284764,0.0016803546557704549,0.0,No Fraud
4,0.0008985284749918437,0.00047469767284475875,0.0,Fraud
1,0.004202625632565975,0.002220270879712421,0.0,Fraud
4,0.00213791184547033,0.001129470913875291,0.0,Fraud
1,0.0016326492079406757,0.0,0.0,No Fraud
3,0.00014343669416280613,0.0030251888541264742,0.0035442290394166317,No Fraud
1,0.0047242289461830326,0.002495836858992465,0.0,Fraud
3,0.0003226663274728726,0.0,0.0,No Fraud
1,0.01185938314253687,0.006265379156946269,0.0,Fraud
3,0.0007034254595644083,0.000700645661071321,0.00039537711079209515,No Fraud
4,0.01244810905757627,0.0065764063860111474,0.0,Fraud
1,0.0012861305570551662,0.0006794700439673463,0.0,Fraud
1,0.08583168282069359,0.04534536325262542,0.0,Fraud
3,0.0008114999763905359,0.0003143223514442674,0.0,No Fraud
4,0.0029459441257514924,0.0015563589354668085,0.0,Fraud
1,0.0758678019030769,0.040081388636642463,0.0,Fraud
1,0.0008636431217537517,0.0,0.0,No Fraud
4,0.05327141061147926,0.028143587376745452,0.0,Fraud
3,0.0006219412720841069,8.544090879836388e-05,0.0,No Fraud
0,0.004415455322443327,0.03206030268902543,0.04132917982335405,No Fraud
3,0.0003219811112299338,0.0,0.0,No Fraud
0,0.0022308490237743085,0.0009418471423618506,0.0025480497556767444,No Fraud
1,0.004942136606224211,2.081059259673369e-06,0.0,No Fraud
4,0.0025013931721667815,0.0013215001535795722,0.0,Fraud
1,0.00043985196486632844,0.010817094290742697,0.012719377564157058,No Fraud
4,0.004583465135408306,0.0024214705420027563,0.0,Fraud
4,0.00914994059297477,0.004833965341156654,0.0,Fraud
3,7.876651248802456e-05,0.00011754628269961514,9.124727874049324e-05,No Fraud
0,0.012326666311758326,0.29333180998900443,0.36031472671361264,No Fraud
3,4.198561668080155e-05,3.3229817210913473e-06,0.0,No Fraud
3,4.927457666885447e-05,0.0007568174783465369,0.0008781656659968149,No Fraud
1,0.007314039792023152,0.0004119154715276062,0.0,No Fraud
4,0.02469726556313172,0.01304770501408322,0.0,Fraud
1,0.02532584298139802,0.013379786017588966,0.0,Fraud
1,0.01671328791259452,0.008829724486767181,0.0,Fraud
1,0.02123545271978428,0.011218809718832788,0.0,Fraud
3,0.0002471311639061151,0.0,0.0,No Fraud
0,0.0010468039330918048,0.008499482367641132,0.010878169221504658,No Fraud
3,0.0004619621807795327,0.0004545436208789801,0.00025293596428305177,No Fraud
1,0.02573259204473656,0.013594673847159802,0.0,Fraud
1,0.003911999597287263,0.002066731502325237,0.0,Fraud
1,0.013963153620138124,0.0002677014213794348,0.0,No Fraud
1,0.0001263653748863635,0.000633867154666157,0.0006814783198289851,No Fraud
4,0.0018783038372630265,0.0009923185355391578,0.0,Fraud
4,0.002489198737341705,0.0013150577647246464,0.0,Fraud
4,0.003200937010371677,0.0016910731179219307,0.0,Fraud
4,0.05185978986300982,0.02739782015524042,0.0,Fraud
1,0.021190047057636868,0.011194821650835782,0.0,Fraud
1,0.004637435524086024,0.0024499834034433163,0.0,Fraud
3,9.741506803993824e-05,0.0,0.0,No Fraud
4,0.001943463549874465,0.0010267427800687082,0.0,Fraud
0,0.006025217608993754,0.09709952504979734,0.1205070639332425,No Fraud
3,0.00013448758578087373,0.00028765710140610587,0.00026029040016288285,No Fraud
1,0.01403765444708596,0.0074161722012105104,0.0,Fraud
3,0.0001932042961487867,0.0002213498542268421,0.00014333435945531733,No Fraud
1,0.015998575921785156,0.008452138101656204,0.0,Fraud
1,0.16207114353610705,0.0856231013408643,0.0,Fraud
4,0.005674115283945349,0.002997667181072013,0.0,Fraud
1,0.013823980387818841,0.007303286987770485,0.0,Fraud
1,0.01697859049028301,0.00896988533835242,0.0,Fraud
0,0.011142113265223961,0.06593088089905745,0.08630098973538458,No Fraud
4,0.0015356464767961174,0.0008112907149147242,0.0,Fraud
1,0.010167303099928734,0.005152568465063541,0.0,No Fraud
1,0.00970888199724843,0.005129257244808006,0.0,Fraud
0,0.006000674351261046,0.0011750600413329888,0.005221573040336722,No Fraud
0,0.012336061112485574,0.06987081949005652,0.09179348924668426,No Fraud
1,0.002770643764443702,1.88973606967114e-05,0.0,No Fraud
1,0.04720758613404759,0.024940034625674283,0.0,Fraud
1,0.00010404771984166223,5.496899858859658e-05,0.0,Fraud
0,0.006859375783689274,0.01945714969396437,0.027735827373291302,No Fraud
4,0.0012967239302833903,0.0006850665829296308,0.0,Fraud
0,0.012795518775481457,0.01740632184789439,0.029039967684914885,No Fraud
4,0.015099396221342211,0.00797709638272416,0.0,Fraud
4,0.0052481754007402456,0.0,0.0,No Fraud
1,0.005980129300127147,0.0031593361157606953,0.0,Fraud
1,0.03678537719133945,0.01943392272304338,0.0,Fraud
4,0.004163101965761287,0.0021993903031067128,0.0,Fraud
1,0.004125295310450842,0.0,0.0,No Fraud
4,0.020117647105278233,0.0,0.0,No Fraud
3,0.00011015017882490463,0.0013950484800183413,0.0016064641554309176,No Fraud
4,0.0705764369127487,0.037285930599429085,0.0,Fraud
0,0.0022193582301073722,0.0006818322140544353,0.0022283017050208766,No Fraud
4,0.010731247821692559,0.005669378889438185,0.0,Fraud
1,0.0006197668144193336,0.014320842860914219,0.016815521047845425,No Fraud
1,0.0011276197408896106,0.0005957278837033707,0.0,Fraud
1,0.01168968713215997,0.006175727795348979,0.0,Fraud
0,0.0002686679837513989,3.1551543614402693e-06,0.00017435561079487733,No Fraud
1,0.006519325866394383,0.0007249638454847623,0.0,No Fraud
3,5.5008219677107565e-05,0.0017141886514761122,0.002024973444626844,No Fraud
4,0.10877346884334943,0.057465638501504976,0.0,Fraud
4,0.0023646332860679936,0.0012492491326309058,0.0,Fraud
1,0.2572239900044174,0.1358928880423615,0.0,Fraud
4,0.03583747629702561,0.01893314132196165,0.0,Fraud
0,0.0025996008292313525,0.09509256173723728,0.1159205927253337,No Fraud
4,0.01509771923638789,0.0,0.0,No Fraud
4,0.0018058694598563645,0.000954051044473598,0.0,Fraud
3,8.669335574720455e-05,0.0,0.0,No Fraud
1,0.04570451999006362,0.024145956284765378,0.0,Fraud
1,0.00794886548023955,0.004199430569253804,0.0,Fraud
4,0.02394360743130796,0.012649543162506379,0.0,Fraud
1,0.0089516843756802,0.0,0.0,No Fraud
1,0.010202548692026117,0.002509019026783618,0.0,No Fraud
4,0.31767095175650156,0.21405975326689203,0.055556252842473994,Fraud
4,0.003848353269089993,0.0020331067873370647,0.0,Fraud
4,0.17511913511254842,0.09251642905281127,0.0,Fraud
4,0.013740688017281141,0.007259283157552051,0.0,Fraud
1,0.0058638433068690645,0.003097901568141541,0.0,Fraud
1,0.02411940685368096,0.012742418991164645,0.0,Fraud
4,0.005009841180830171,0.0026467274171622754,0.0,Fraud
3,0.00021321597775468751,0.0,0.0,No Fraud
1,0.002478751175080337,0.0013095382585204414,0.0,Fraud
1,0.01016176260085915,0.005368516627892654,0.0,Fraud
1,0.006366700857622971,0.0033635640549285746,0.0,Fraud
4,0.005825619867269916,0.0030777079089188844,0.0,Fraud
3,0.0002799376784359126,0.0,0.0,No Fraud
1,0.004315121811369602,0.0,0.0,No Fraud
1,0.004326437568342121,0.0,0.0,No Fraud
1,0.007206978010191225,8.534021238257324e-05,0.0,No Fraud
0,0.00694949299695451,0.07469490315627692,0.0941707955697284,No Fraud
1,0.27302229916945436,0.14423922408429177,0.0,Fraud
1,0.00042169738764439614,0.0,0.0,No Fraud
2,9.869718800122748e-05,1.6782735965107814e-06,0.0,No Fraud
0,0.021274719708459948,0.16189454433695136,0.2080506984167249,No Fraud
1,0.004797397143488252,0.006551443073227208,0.0048270645382959484,No Fraud
1,0.027992767497764175,0.014788737316080802,0.0,Fraud
1,0.005875496112721397,0.0,0.0,No Fraud
1,0.0014101766163227556,0.0,0.0,No Fraud
2,0.00010064196956788078,0.0008704433139247029,0.0009820962055616857,No Fraud
4,0.030290866826683433,0.016002836183024307,0.0,Fraud
1,0.0036713794172083497,0.0044389133305541475,0.003003346551475239,No Fraud
1,0.0005466370552992765,0.0002887914465299875,0.0,Fraud
4,0.04416682135891915,0.023333581405107304,0.0,Fraud
4,0.019448764231994972,0.010274892090334923,0.0,Fraud
1,0.0019274843833301612,0.0,0.0,No Fraud
1,0.00939239214609056,0.004962053867280111,0.0,Fraud
1,0.003659702468363684,0.0,0.0,No Fraud
3,0.00013631991183060522,0.012353016720797434,0.014757752833105136,No Fraud
4,0.009414172301884889,0.004973560446712507,0.0,Fraud
4,0.0010429397836346386,0.000550990983577981,0.0,Fraud
3,0.00041519593394574755,0.010715651211028961,0.01261312898674968,No Fraud
1,0.0002433851880430025,0.0,0.0,No Fraud
1,0.002215426734408434,0.0,0.0,No Fraud
4,0.012510509797971704,0.0,0.0,No Fraud
1,0.047464707731715496,0.02507587341926643,0.0,Fraud
4,0.0009961754428265642,0.0005262851179637458,0.0,Fraud
3,6.585954171815791e-06,0.0,0.0,No Fraud
1,0.11458211142194462,0.06053437721284203,0.0,Fraud
0,0.014394133670663797,0.0021295949320844607,0.011697208788619162,No Fraud
1,0.00764725247742339,0.0010366863833006748,0.0,No Fraud
3,7.182889657261433e-05,0.0035650223391801325,0.004238393040154744,No Fraud
4,0.0006935528817257198,0.0003664079081666988,0.0,Fraud
1,0.007117891003822535,0.0,0.0,No Fraud
4,0.0678905439461822,0.035866958161465116,0.0,Fraud
4,0.005915914658597184,0.003125411157626107,0.0,Fraud
1,0.004896895179958859,0.0020809417805216133,0.0,No Fraud
0,0.007985917667039575,0.012829608996705292,0.02048687209730712,No Fraud
4,0.02266279182694663,0.011972881038093354,0.0,Fraud
0,0.0021142313820425936,0.0006865313801246654,0.0021672086822584554,No Fraud
4,0.0008762689537313138,0.000462937841926648,0.0,Fraud
1,0.008772048123551885,0.0,0.0,No Fraud
1,0.04748645929712416,0.025087364894236457,0.0,Fraud
1,0.20643204151560854,0.1090592145217674,0.0,Fraud
4,0.01707608338770613,0.009021391387201975,0.0,Fraud
1,0.007242534602150378,0.0,0.0,No Fraud
1,0.012188405112741536,0.0,0.0,No Fraud
4,0.05040800152871648,2.7087335847684014e-05,0.0,No Fraud
4,0.00861365706933514,0.004550643723932413,0.0,Fraud
0,0.0033960053996653712,8.223540622902829e-07,0.002156945707857251,No Fraud
1,0.008272434310886364,0.004370373811664164,0.0,Fraud
1,0.0010129109839070003,6.931958045764097e-05,0.0,No Fraud
1,0.00589862065198356,0.002589341201112624,0.0,No Fraud
4,0.007730467971590764,0.004084049930803127,0.0,Fraud
1,0.013250980137904244,0.007000567716490414,0.0,Fraud
3,0.00036071854242902514,1.9467973719525066e-05,0.0,No Fraud
4,0.011736296131872635,0.006200351593384345,0.0,Fraud
4,0.019266793098371246,0.010178755711733354,0.0,Fraud
1,0.003701825954237548,0.0019556955785612067,0.0,Fraud
1,0.0010218499268184764,0.0,0.0,No Fraud
3,0.0002403679493432192,0.0017552224409108008,0.0019566068571499682,No Fraud
3,0.00038507151526163025,0.0016768470639537474,0.0017705600186042562,No Fraud
4,0.003975548718173297,0.0021003048621413565,0.0,Fraud
4,0.01743730512092274,0.0001088696082056544,0.0,No Fraud
4,0.0644521666419587,0.03405044399401823,0.0,Fraud
4,0.05056010206274654,0.0,0.0,No Fraud
3,0.00039897311378144656,0.010476526257659394,0.012336077886307065,No Fraud
4,0.004291745994384599,0.0022673536706710132,0.0,Fraud
1,0.07146243168033897,0.037754006643798806,0.0,Fraud
1,0.19153611893927253,0.10118961441596486,0.0,Fraud
3,0.0007425307537256337,0.0,0.0,No Fraud
4,0.0017707102742578584,0.000935476247962136,0.0,Fraud
1,0.0006263006705550613,0.00016975737428706554,0.0,No Fraud
0,0.002593224537887696,0.00025842056839073014,0.0019568484622774548,No Fraud
1,0.02132864339950776,0.011268042881750592,0.0,Fraud
3,3.797692694058625e-05,0.005733168558395323,0.006865288350273456,No Fraud
1,0.001553702893693957,0.0,0.0,No Fraud
4,0.048136399451554186,0.02543073195202402,0.0,Fraud
3,0.0002540382834101567,0.0,0.0,No Fraud
1,0.0013730253161857845,0.0,0.0,No Fraud
1,0.011799877972866699,0.006233942239418509,0.0,Fraud
0,0.002133087376726004,0.022323509587982175,0.028179767719729295,No Fraud
0,0.006965989649479225,2.473775281256892e-05,0.00445209237206879,No Fraud
4,0.01804155974509685,0.009531458004783762,0.0,Fraud
0,0.004017556571820721,0.10169417277177553,0.12475376572936327,No Fraud
1,0.013652833574205266,4.1956839912769536e-07,0.0,No Fraud
1,0.31767095175650156,0.16782735965107815,0.0,Fraud
1,0.01807288241861099,0.009548005950272716,0.0,Fraud
3,0.0007868255205547533,0.0003620539629752709,0.0,No Fraud
3,0.0003299041424376927,0.0007609963796018488,0.0007050293745681992,No Fraud
3,0.0001415643415731533,0.003820321989990791,0.004500908103223553,No Fraud
4,0.04663310236078829,0.024636531600624643,0.0,Fraud
1,0.018144190334822726,0.009585678325520954,0.0,Fraud
3,6.250207742904345e-05,4.715948806195296e-06,0.0,No Fraud
3,0.00023964874230844252,0.0008437293939522426,0.0008617461976667541,No Fraud
3,0.0004739091499331912,1.5775771807201347e-06,0.0,No Fraud
3,0.0002959552831653789,0.0,0.0,No Fraud
1,0.006149082595818842,0.0013525503968706972,0.0,No Fraud
4,0.013579449678323804,0.00021569172262356565,0.0,No Fraud
4,0.006074921676789383,0.0,0.0,No Fraud
4,0.01697175929413644,0.008966276378810482,0.0,Fraud
3,0.0005710726225793383,0.0018653507543138384,0.001878996957646321,No Fraud
1,0.0018316354330823825,0.0009676633537875374,0.0,Fraud
1,0.001212899143230547,0.0006407814740564218,0.0,Fraud
4,0.011482559318195694,0.006066301000309283,0.0,Fraud
